Claim type,"Nutrient substance, food or food category", Claim, Conditions of use of the claim / Restrictions of use / Reasons for non-authorisation, Health relationship, EFSA opinion reference, Commission Regulation, Status, Entry Id
Art.13(1),"Probiotics & Prebiotics as contained in the probiotic formula ProbioStart: Bifidobacterium infantis (CNCM I-3424), Bifidobacterium bifidum (CNCM I-3426), Lactobacillus acidophilus (CNCM I-1722), Fructooligosaccharides.","Specially formulated for infants and children to support healthy digestion and immunity.
For Pregnant and breastfeeding women to maintain healthy levels of the appropriate types of beneficial bacteria for child health
A unique probiotic & prebiotic blend","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2009;7(9):1247,,Non-authorised,929
Art.13(1),squalene idrocarburo,"Squalen, in the sebum of the skin acts as antioxidant and protects the skin from damages produced by UV rays","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.","Protection of DNA, proteins and lipids from oxidative damage",2010;8(2):1489,,Non-authorised,1706
Art.13(1),Flaxseed oil,Stabilises moods.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",Enhancement of mood,2011;9(4):2050,,Non-authorised,578
Art.13(1),Stearic acid,Stearic acid helps to maintain a balanced blood cholesterol,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal blood cholesterol concentrations,2010;8(2):1476,,Non-authorised,"716, 1657"
Art.13(1),Royal jelly,Stimulates blood circulation,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2011;9(4):2083,,Non-authorised,1227
Art.13(1),L/methionine,Stimulates hair growth. / Arrests hair loss and degradation,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal hair,2010;8(10):1795,,Non-authorised,4686
Art.13(1),Ganoderma lucidum-Mashroom-Reishi mushroom,Stimulates the body in exhaustion,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“Physical well-being”,2011;9(6):2228,,Non-authorised,4407
Art.13(1),Oenothera biennis-eveninig primrose-seeds oil,Stimulates the catabolism of saturated lipids. / Contributes to body weight reducing. / Helpful in reducing the adipose level and prevents arteriosclerosis.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal blood LDL-cholesterol concentrations,2011;9(4):2059,,Non-authorised,4452
Art.13(1),D-Tagatose,Stimulates the growth of beneficial bacteria in the gut,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",decreasing potentially pathogenic gastro-intestinal microorganisms,2010;8(10):1809,,Non-authorised,1905
Art.13(1),D-Tagatose,Stimulates the growth of beneficial bacteria in the gut,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not a beneficial physiological effect as required by the Regulation.",increasing numbers of gastro-intestinal microorganisms,2010;8(10):1809,,Non-authorised,1905
Art.13(1),Quinoa (Chenopodium quinoa),"Stimulation of the hair bulb, favouring the growth of the hair","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of hair,2009;7(9):1285,,Non-authorised,2746
Art.13(1),Bacterial lysate,Strenghtens the body's natural resistance/supports the immune function,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“immune function/immune system”,2010;8(10):1799,,Non-authorised,1451
Art.13(1),Creatine,Strengthens /supports /assists human energy reserves Supports the building of muscle Supports the building of muscle improves physical performance,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",increase in endurance performance,2011;9(7):2303,,Non-authorised,1521
Art.13(1),Brewer`s Yeast,Strengthens immunity,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“immune function/immune system”,2010;8(10):1799,,Non-authorised,1384
Art.13(1),Sea buckthorn berry oil (cold-pressed),Strengthens immunity,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“Immune function/immune system”,2011;9(4):2061,,Non-authorised,586
Art.13(1),Shark liver oil/alkylglycerol,Strengthens immunity,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“immune function/immune system”,2010;8(10):1799,,Non-authorised,1851
Art.13(1),Lactobacillus johnsonii BFE 6128,Strengthens skin defences,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“skin health”,2011;9(4):2026,,Non-authorised,991
Art.13(1),Herbal yeast plasmolycate (saccharomyces cerevisiae),"Strengthens the body’s defence system.
Increases immunity","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“Immune function/immune system”,2011;9(4):2061,,Non-authorised,1817
Art.13(1),Brewer`s Yeast,"Strengthens the cardiovascular system, is necessary for blood formation","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not sufficiently defined to be able to be assessed and the claim could not therefore be substantiated.",“Cardiovascular health”,2011;9(6):2228,,Non-authorised,1382
